BW,BK,J,AP,BB,X,AO,BR,BY,AI
0.041806475,0.053601741,0.076522544,-0.031483345,-0.000213526,0.012129091,-0.002750152,-0.010980245,-0.003138088,0.002729525
-0.00185155,0.036661876,-0.00215375,0.011624751,-0.040730407,0.003508121,-0.005532588,-0.000562698,-0.006500718,-0.003327626
0.050011852,0.060821541,0.118276495,0.015621537,0.025521281,0.017422928,-0.002604147,-0.007141788,0.003216123,0.001190622
-0.074980835,-0.084904176,-0.042416516,0.011510946,0.012491971,0.002584921,0.013444618,-0.009138137,-0.006410672,0.000511923
-0.080262579,-0.081427651,-0.021130031,0.000766269,-0.040640241,0.003489135,-0.005529091,-0.011293665,-0.004708999,-0.000138692
-0.058894738,-0.068853366,-0.029294991,0.011700309,-0.02811248,-0.036730516,-0.003972628,-0.010129918,0.004243048,0.000179352
0.050037237,-0.075337349,-0.029825908,-0.049685957,0.028105525,-0.038078497,-0.00439715,-0.015703274,-0.005486947,-0.003916498
-0.065034794,-0.075382308,-0.028555003,-0.030852363,0.023069268,0.004499422,-0.002523453,0.024282036,-0.006380501,0.000954745
-0.041271925,-0.090982379,0.044864099,-0.045807255,-0.03111895,-0.043522449,-0.002542541,-0.012815852,-0.006041521,-0.002448224
-0.080526582,-0.083539026,-0.032954493,0.013755163,-0.030070708,-0.026968708,-0.004281108,0.020064251,-0.003947653,0.000640835
0.022852478,0.015058522,0.021360472,0.011272988,0.004351031,0.007077942,-0.002826733,-0.020153286,-0.004786684,0.001077527
0.032860602,0.024439385,0.016458635,0.003414377,-0.012795422,0.004736255,-0.003018027,-0.018201705,-0.005696076,-0.001009811
0.016186496,-0.09086646,-0.042464265,0.029658256,-0.05059753,0.005175806,-0.008181615,-0.011668317,-0.005512643,0.003218301
-0.01055292,0.030982143,0.03525625,-0.029177156,-0.042734518,0.001522788,-0.002203381,-0.016242811,0.002279489,0.000655039
-0.068815462,-0.084936801,-0.034984992,-0.05600456,-0.035160903,0.004336722,-0.00425646,0.017176913,-0.002837905,-0.003785723
-0.069423734,-0.082798344,-0.037055434,0.016612199,-0.037479843,0.006796316,-0.004331117,-0.008265188,-0.005572778,0.0005528
0.028003701,0.025381533,0.050833682,0.022308423,0.04204962,0.0048377,-0.002775088,-0.004887734,-0.001586669,0.003380474
-0.059869211,-0.08364888,-0.03858639,0.010415708,-0.036617932,0.00153132,-0.004081492,-0.00987498,-0.004488369,-0.000811246
-0.022686633,-0.082605207,-0.029017944,-0.055624908,-0.02320527,-0.047872738,0.008414573,-0.016651199,-0.007099435,-0.003407999
0.035765893,0.044104384,0.023047098,0.027942931,-0.001459948,0.008221567,-0.000171911,0.015962427,-0.000700956,-0.000652454
-0.008041861,0.014343366,0.073882061,-0.020725437,-0.028576953,0.006269176,-0.001988523,0.02726845,0.017864893,0.001863907
0.058107066,0.070858786,0.012577711,0.029061621,-0.024138989,-0.014224912,-0.002958074,-0.008561759,-0.001796432,0.006074973
-0.077580213,-0.069780886,-0.036849282,0.024279284,-0.060855496,0.005309099,-0.006258734,-0.010853631,-0.004874999,0.000687855
0.042823914,0.046467688,-0.016629894,0.035756466,-0.019359265,-0.021449309,0.018399501,-0.008424552,-0.00205613,-0.004369692
-0.06678316,-0.072320601,-0.009384775,-0.037672271,0.020246986,-0.036744737,-0.003645519,-0.010418344,0.005676393,0.000490391
-0.028771603,-0.007192032,-0.034242259,-0.064141765,-0.054513328,0.011301129,0.01476333,-0.030042788,-0.006292397,0.001062634
0.069302744,0.078357233,-0.016279065,0.036481725,0.020391349,0.012788793,-0.003122926,-0.009196215,-0.002225455,0.008008675
0.0502819,0.026398734,-0.019794532,0.029135834,0.038520768,0.013550902,-0.00154086,0.041922227,0.056838779,0.002458777
0.044288679,0.047662449,-0.018781069,0.029444001,0.06292376,0.013264843,-0.002393786,-0.003791129,-0.002442908,0.005680267
0.026522787,0.028424634,0.039499849,0.016102998,0.027972575,0.008949878,0.001751552,0.023530429,0.021865131,0.001912001
-0.07986584,-0.078741057,-0.032276397,0.008791771,-0.034002207,0.002561022,-0.004721846,-0.011138884,-0.003557381,0.000297018
-0.074560896,-0.075480411,-0.039464466,0.015604471,-0.04741572,-0.028683827,0.002443583,-0.007515408,-0.004954806,-0.00038374
0.030739172,0.048097965,0.05371232,-0.024208649,0.027866094,0.009876377,-0.001327421,-0.007134883,0.026212796,0.003481489
-0.030353303,-0.022570257,0.010746888,0.017486161,0.013136706,0.012191953,0.007386526,-0.0201817,-0.009034841,-0.003093318
0.039360604,0.034342838,0.105691896,0.019697599,-0.013703564,0.012499631,-0.001748805,-0.006460426,-0.006071848,-0.006895642
0.050566521,-0.045320603,-0.018891865,0.034962798,0.015011246,0.019533456,-0.002052375,0.062731859,-0.000803061,0.003373259
0.045696682,0.043033018,-0.025535765,0.027023594,0.016659537,0.010451436,0.006965689,0.031682146,-0.001712345,0.003399537
0.034601427,0.019378507,0.012760913,0.013159411,-0.042405652,0.006452888,-0.004050203,-0.014795892,-0.006411773,0.002089679
0.054615387,0.064069884,-0.005091792,0.026870815,-0.029543596,-0.016003797,-0.003924042,-0.007563551,0.000212013,-0.000788116
-0.064305769,-0.071284079,-0.005670928,-0.066719414,-0.029529122,-0.025189378,-0.003419764,0.010485556,0.00138539,-0.001370053
-0.062343231,-0.021217607,-0.032014004,-0.03623603,-0.022531383,-0.021466571,-0.004546589,0.017717153,-0.005005259,0.000599043
0.039338985,0.047637715,0.068752256,0.016829656,0.049185388,0.00888791,-0.000426697,-0.004876171,0.025534885,0.001717915
-0.027233827,-0.03027191,0.088700885,0.036520822,-0.007942631,0.014803891,0.000111764,-0.001602499,-0.00315276,0.000259099
-0.072000589,-0.075096356,-0.032786143,-0.033145305,-0.038725493,-0.0033218,-0.005039648,-0.012229216,-0.005264511,-0.00062986
0.031554296,0.025854528,-0.000872322,0.016048178,0.042514659,0.007592109,-0.005136617,-0.019654396,-0.008759069,0.001830681
0.037768111,0.037546653,0.045816261,0.025984427,0.052056768,0.008197069,-0.001924459,-0.00756853,-0.001412358,0.004424198
0.025971019,0.035945328,0.041781822,0.009586035,0.002505896,0.003503077,-0.003119939,-0.000844139,-0.003588583,0.001618717
-0.058387048,-0.067131986,-0.028714553,-0.032956543,-0.019575603,-0.019693474,-0.003066207,-0.010098459,-0.004424373,-0.000286899
0.000403776,-0.020675842,0.013855414,-0.121756915,0.032057546,0.007045647,-0.005300693,0.025947568,-0.005154185,0.001127971
0.034447756,0.032214449,-0.050423152,0.011451408,-0.048739863,0.004749053,-0.001505095,-0.014434311,0.006753359,0.001622111
-0.054630661,-0.042556672,-0.017470456,0.037989237,0.038730173,0.017136488,0.027488001,-0.006423022,-0.002569397,0.001176646
0.047692999,0.058696284,-0.021519996,-0.031959533,0.061426353,0.009550137,0.000252624,-0.005322521,0.026534265,0.003411888
-0.06602091,-0.066084095,-0.03656052,-0.071194807,-0.038797276,0.003048713,-0.002501809,-0.010206432,-0.00512565,0.00044647
0.007364747,0.004111321,-0.000854732,0.029831225,0.006485736,0.00791204,0.009064555,-0.009439151,-0.00173663,0.00575965
0.039312658,0.041160877,-0.019456768,0.03445743,0.048378624,0.011008988,-0.002008389,-0.001505557,-0.004419704,0.002769672
-0.083996845,-0.084649672,-0.036082775,0.0169535,-0.03619361,0.00615108,-0.005124496,-0.007146362,-0.005054586,-0.001194679
0.005594323,-0.103236388,-0.037797044,-0.036735839,-0.033397472,-0.058737282,0.003092208,-0.013879818,-0.00526935,8.36E-05
0.037738868,0.047176278,-0.049509777,-0.119557543,0.025837655,0.006474681,-0.004431651,-0.016486731,0.013738966,0.000187695
-0.051253132,-0.039271704,0.009181369,-0.028208716,-0.027816414,-0.003699138,-0.00295968,0.019661691,-0.005104081,-0.001863074
-0.00608548,0.024247543,-0.023715714,0.038705,-0.026285757,-0.026980174,-0.002989514,-0.007771268,-0.002993879,0.002303944
-0.060285288,-0.061263809,-0.024088405,-0.048421526,-0.03225367,-0.028544947,-0.005539951,-0.015515773,-0.002793299,-0.000148417
0.055639919,0.049063404,0.046173747,0.018726953,0.046359975,0.012199894,-0.001331374,-0.000507749,-0.002455,0.004288503
-0.063884598,-0.081516516,0.003702859,-0.049228874,-0.033557097,-0.040214293,-0.000496449,-0.013288582,-0.006263737,-0.002104764
-0.006266733,0.017586674,0.080184292,0.021754065,0.049048571,0.01335579,0.004294045,0.000397478,0.03267747,0.004305288
-0.050743205,-0.074971925,0.00892527,-0.00976544,-0.028378543,-0.038897528,-0.003580655,-0.011228794,-0.006691355,-0.00161134
0.024002769,0.020346134,-0.040148732,0.001364691,-0.011464628,-0.001346353,-0.004974419,0.032549063,-0.008747264,-0.001325908
0.064092419,0.070990128,-0.02518666,-0.013546752,-0.027812561,-0.001847721,-0.001779176,0.025931655,0.007640288,0.001663208
0.014881521,0.057062228,-0.017203904,0.03331006,0.049760235,0.009784754,-0.001778371,0.023959821,0.019092115,0.001997932
0.000542882,-0.044862294,-0.047441787,0.008733122,-0.056830347,0.005577382,-0.005178988,-0.018591428,-0.0051634,0.004786066
-0.019233826,-0.000284836,0.054856049,0.036476525,-0.018605075,0.01199306,0.015345498,0.040213433,-0.00155247,0.001450072
0.020630135,0.024560998,-0.049937692,0.013282952,0.039351874,0.003612843,-0.005508579,-0.017626452,-0.007679671,0.003283664
0.038778447,0.033173696,-0.024112955,0.027671964,-0.02016224,-0.012546598,-0.001902962,-0.005190459,7.83E-06,0.002056872
-0.056659496,-0.089575482,0.051214984,-0.04934628,0.039782086,0.00479256,-0.002898162,-0.005946326,0.002554567,0.000958948
0.031337606,0.029416965,-0.058259289,0.017483343,0.013192881,0.006015625,-0.007349151,-0.016992296,-0.004467434,-0.006958937
0.029732506,0.027298797,-0.043733807,-0.086198107,-0.051660855,0.002633043,-0.003932704,-0.015355672,-0.011212724,0.000605653
0.004263329,-0.020552561,-0.025035797,-0.041546024,-0.00356176,0.008929618,0.028711608,0.048262218,0.004060885,0.00153066
0.047228108,0.063907141,0.057852808,-0.018097943,-0.009291794,0.001584485,-0.002264919,0.042381096,-0.003773092,0.004196599
-0.014438894,0.036052143,-0.034814981,-0.053839575,-0.035423243,-0.029693574,-0.004651437,-0.01536069,-0.001272671,-0.001598737
-0.070888792,-0.066829617,-0.043697903,0.004134026,8.99E-05,-0.003590422,0.003345364,-0.010458471,-0.004704359,0.000916078
0.03787287,0.009178978,0.081263135,0.015869097,0.000627641,0.004741572,-0.001615665,0.039190089,-0.004565617,0.001530216
0.026496257,0.035994365,-0.012259794,0.010094396,-0.049300471,-0.03444491,-0.000111705,-0.010788776,-0.006519693,0.002267254
0.036273461,0.059325942,0.0456652,0.016280976,0.030632355,0.013877545,-0.001963583,0.020179114,-0.000731649,0.002796082
0.022008174,0.030618506,0.031135739,0.00879491,0.004125422,0.002270955,-0.006300015,-0.018181801,-0.007190773,-0.019217274
0.03179022,0.057386439,0.060037951,-0.013184654,-0.001495612,0.012489239,0.00570214,-0.013039293,0.000774441,-0.003250917
0.049106105,0.054814926,-0.029211262,-0.04564703,0.043537425,0.01168775,-0.001883181,0.028882088,-0.001222676,0.002960948
-0.081877743,-0.090441992,-0.036550909,0.008561341,-0.037112548,0.003199809,0.002834936,-0.007963377,0.009666567,0.000705891
-0.059928797,-0.073977519,0.012872891,-0.040269581,-0.027853615,-0.051012852,0.001926755,-0.004582944,-0.008073934,-0.001389862
-0.037545678,-0.108979234,-0.028778195,0.022207344,-0.037313412,-0.048672826,-0.005411213,0.005050457,-0.002839808,0.000752365
0.046593469,0.050114637,0.044494646,0.022764586,0.05988718,0.010895802,0.008427673,-0.003207421,0.040820175,0.000226767
-0.075339345,-0.078423781,-0.024167116,-0.041668689,0.050085468,-0.020168598,-0.004478023,-0.010102983,-0.005455737,0.001485009
-0.05844674,-0.065928549,-0.026062252,0.011647309,-0.031158342,-0.038220831,-0.003445751,-0.009975967,-0.007407713,-0.002615145
-0.032698258,-0.032943101,-0.005231575,0.015016023,0.010623614,0.019814545,0.009987565,-0.003838869,-0.000808185,0.000857601
-0.067337293,-0.08991247,0.039697754,-0.047790651,-0.015552008,-0.048440931,-0.003314602,-0.014323917,-0.007023354,-0.003009562
0.009059916,0.03053853,0.021299937,0.01670926,0.010318751,0.005381814,0.00150567,-0.004925216,-0.002310877,-0.002157968
0.083918234,-0.021001828,0.107114836,-0.020668525,-0.004355495,0.022651219,0.010777179,-0.010896838,-0.003806817,0.002134786
0.030040736,0.037565176,0.03840997,0.019624561,-0.006176501,0.007504603,0.004610625,0.031424968,0.00031578,0.002056011
0.048981315,-0.023697047,0.091223604,0.037205767,-0.042819621,0.014867353,-0.006251682,-0.008838883,-0.003434876,0.003692639
-0.025496191,-0.033053363,-0.004538221,0.029276494,-0.008394092,-0.017800902,0.003263783,-0.006386086,-0.002814886,-0.000108448
0.023510247,0.038265859,-0.036649591,-0.07756211,-0.010716455,0.001050765,-0.006096275,0.036836145,-0.006077627,0.000161086
0.025614496,0.034953699,-0.048445297,0.017802904,-0.06622482,0.004118084,-0.006972981,-0.023704837,-0.006238242,0.004005962
0.033111053,0.052998994,-0.031045709,-0.06326429,-0.059611726,-0.050995541,-0.005080841,0.035209027,0.016920856,-0.000257673
0.019290963,0.053631294,-0.024772865,0.030061061,0.051382767,0.006010087,0.007622705,-0.007266637,0.03458739,0.002562438
0.006749405,0.053862867,-0.021461862,0.022317966,0.061408697,-0.004554031,0.012420259,-0.006747604,-0.00445415,0.0036906
-0.062024556,-0.083059411,-0.021174928,-0.054302207,0.006827347,-0.043418226,0.009194713,-0.014957612,-0.007411023,0.000595884
-0.06271718,-0.072924599,0.002120168,-0.027964274,-0.008218699,-0.016752474,-0.001197014,-0.008370291,-0.003491191,0.000438853
-0.049776813,0.038054485,-0.038031636,-0.061237264,-0.047361724,0.00503488,-0.007600558,-0.016841556,-0.008928954,0.007255719
-0.016528857,-0.039155829,0.059181817,0.028748771,0.044757033,0.014094994,0.010646576,-0.001349572,-0.001116222,0.002598122
-0.068169465,-0.071790237,-0.041695365,0.017157388,-0.038208577,0.005668214,-0.00512461,-0.012148007,-0.00511061,-0.00288835
0.030791036,0.012276491,-0.041548413,0.012913983,0.033592044,0.008888795,-0.005466397,-0.019153446,-0.009657128,-0.038984341
0.02881455,0.030401057,-0.058811435,0.007207641,0.004189219,0.004693554,-0.004613257,-0.020633006,-0.009282813,0.003876502
0.047864783,0.060823018,-0.027354948,0.028581667,0.021402109,0.006405783,0.007678407,-0.007840992,-0.004526757,0.000810532
0.029650244,0.025418633,-0.048057068,0.008902377,0.020516077,0.002326298,-0.006082849,-0.018244012,-0.006549699,0.001297026
0.030041459,0.031497436,-0.040694117,0.005702133,-0.059971003,0.004379414,-0.003518925,-0.014579889,-0.006852848,0.001023597
0.041176468,0.034281508,0.092550787,0.0280088,-0.027659037,0.013546029,-0.001935116,-0.007388773,-0.003046467,0.003754346
-0.005080196,-0.014080321,-0.017805362,-0.04595646,-0.054484134,0.006948712,-0.004944146,0.002167706,-0.003803097,6.84E-05
-0.045815408,-0.065914086,0.121286074,0.015552572,0.072010947,0.013492227,-0.003132942,0.0014805,-0.001297559,0.001146968
-0.064454371,-0.078578066,-0.030181989,-0.046113992,-0.032794807,-0.026703244,-0.004842298,-0.011246273,-0.005784353,-0.00052694
0.026388826,0.038168307,-0.041642986,0.009279958,-0.056877596,0.004896914,-0.002939984,-0.019557815,-0.00686337,-0.008279375
0.031675483,0.032524153,-0.038362043,0.00735363,0.021912185,0.005525284,0.011651607,-0.019128922,-0.008788393,4.36E-05
0.044648307,0.0050528,0.065588416,0.019083476,0.049025541,0.007800767,-0.001762634,-0.003986455,-0.003752362,-0.004912596
0.043031158,0.043660268,0.070986142,0.021352803,-0.017361344,0.014037227,-0.001662466,0.037102418,-0.001964422,0.002225538
-0.037890256,-0.060078538,-0.030722835,-0.037961982,-0.037158627,-0.033014437,-0.003565289,-0.013541255,-0.005880109,-0.000390093
0.03228008,0.035283369,0.066217672,0.030703692,0.036114507,0.015088671,-0.001952495,-0.004571042,-0.003031736,0.004394095
0.033303136,0.037075619,-0.027501603,0.010037726,-0.04988896,0.005361087,0.001189308,0.004459965,-0.004640544,0.00129764
-0.072632066,-0.087945023,-0.018578044,0.018106326,-0.033994019,-0.048845459,-0.006713033,-0.011802864,-0.005459424,-0.000167023
0.021478729,0.033761217,0.03638827,0.009726485,-0.010835378,0.00535211,-0.001993954,-0.005898787,-0.003150087,0.000662859
0.023597827,0.011830204,-0.04167101,0.020500038,-0.018041413,-0.043426962,-0.005175904,-0.016058409,-0.005944058,0.002456483
-0.066460155,-0.068983452,-0.022661252,-0.004360592,-0.028006376,-0.035044896,-0.005952306,-0.013840314,-0.006662041,-0.000389537
0.049288055,0.065178039,-0.033063748,0.019865916,0.063515165,0.008278097,-0.002663204,-0.006210728,0.051978278,0.003317294
-0.090497942,-0.087096252,-0.039274397,0.014680814,-0.025983099,0.001315886,-0.004883262,-0.010930747,-0.004142054,0.000115998
0.043322235,0.045037918,-0.017882854,0.01830257,0.008166944,0.015449146,-0.000677732,-0.008435981,-0.00303624,0.007065125
0.013617704,-0.001201782,-0.039032807,-0.07106107,-0.040572393,-0.024417156,-0.004418329,-0.024234972,-0.001579415,-0.000701874
-0.031167441,-0.102961648,-0.040765971,0.014908839,-0.017201809,0.003280098,-0.004562271,-0.010352473,-0.005966914,0.000772393
-0.030946821,-0.089710598,-0.012642568,-0.05189193,-0.03079819,-0.04295811,0.012806494,-0.015299689,-0.005997589,-0.002745592
-0.067438659,-0.08016628,-0.034795381,-0.047918586,-0.03843288,-0.018301547,-0.003348324,0.022257697,-0.004327839,-0.000679566
-0.003252368,0.002105197,-0.043832173,0.021695615,-0.046388218,0.002117617,-0.003329734,-0.017068512,-0.006028967,0.000439844
0.059351521,0.064118329,-0.004652004,0.014612098,0.03355073,0.002349673,-0.001212142,-0.009991589,-0.001500201,0.001736746
-0.043431272,-0.044396196,-0.019982152,0.027621754,0.013282574,0.009629716,0.014933724,0.020828009,-0.001599781,0.000725982
-0.004514408,-0.006484507,0.040205419,-0.0603266,-0.038496726,-0.039909173,-0.004681044,-0.021600801,-0.005822332,0.001684947
0.033237601,0.025256926,-0.046416755,0.007003757,-0.065158109,0.002038261,-0.006328936,-0.022033394,-0.01028623,0.003956128
-0.06904339,-0.0595713,0.047702299,0.007802449,-0.042877982,0.002139089,-0.002996909,-0.008972086,-0.004984145,-0.000642267
-0.034441686,-0.008302812,-0.036699146,0.019963668,0.030975649,0.003100526,-0.006519559,-0.014409401,-0.005933234,0.000457034
0.025115969,0.01909491,-0.046543033,0.015673874,-0.049970162,0.001017868,-0.00976746,-0.016030009,-0.008049968,0.000408649
-0.016110845,-0.051029943,0.000132731,0.004052888,-0.000107325,0.003495843,-0.002083419,-0.003735463,-0.002989793,0.005847429
0.048754905,0.062052599,0.000400937,0.020526388,0.06306591,0.008138659,0.008605005,-0.008479746,-0.002138302,-0.000418809
0.024272766,0.008742519,0.0017748,0.012268388,-0.003674424,0.00089347,-0.002953554,-0.012610973,-0.002531638,0.001924206
0.039658326,-0.003475549,-0.028451322,0.008433692,-0.031217399,-0.018374732,-0.003083904,0.013734517,-0.005066169,-0.016684714
0.018018908,0.019728658,0.027604176,-0.004622188,-0.019066423,0.016661587,-0.001806342,-0.008229056,-0.001579534,0.004322369
-0.005854011,-0.013098163,-0.049643655,0.014843318,-0.039076826,0.00348226,0.014313618,-0.02701558,-0.01087637,-0.000401786
0.036724522,0.039788436,-0.05201963,0.017423966,0.032223298,0.012062838,-0.002018318,-0.020524119,-0.006801283,0.005026409
0.000621932,0.006456452,-0.015500152,0.031173246,0.061034215,0.017343755,0.020745089,-0.000154106,-0.00395589,0.00343265
0.046198381,0.052712309,-0.009263455,0.029739486,0.042507517,0.013942766,-0.001115954,-0.006635861,0.029436303,0.003676941
0.050982175,0.052840896,0.045023854,0.014683955,0.015790056,-0.009383293,0.001145424,0.03103656,0.000118069,-0.001905061
0.050347555,0.06408846,0.001506327,0.031233076,0.057752542,0.010593887,0.01667921,0.032486692,-0.004214427,-0.006123507
-0.020551681,-0.023234206,0.004919223,-0.025426754,-0.003068716,0.011130145,-0.003217119,-0.008037318,-0.002859377,0.001685189
0.042354915,0.041420174,0.064949801,0.01471407,-0.009810063,0.008178018,-0.000976374,-0.005627439,0.019274024,0.003730162
-0.01406803,-0.038766989,-0.023927191,0.037452923,-0.012416724,0.033895755,-0.000609433,-0.006144443,0.048700047,0.002242571
0.062129225,0.055325069,0.025527955,0.02026729,-0.016680767,-0.007863771,-0.002192931,-0.004604957,0.046994519,0.005092111
-0.053929208,-0.071039445,-0.037015873,0.006929515,-0.043186166,0.008875416,-0.004407039,-0.018770397,-0.005399033,-0.001027071
0.035284938,0.029795297,-0.037730406,0.010471096,-0.042010009,0.0068101,-0.004458714,-0.01589246,-0.008813588,-0.002452892
0.022683375,0.026726652,-0.048546945,0.006755989,0.014269806,0.001612919,-0.006299595,-0.01890158,-0.0063182,0.001039635
0.055702202,0.042780291,-0.015869349,0.027025591,0.084673718,0.010116588,-0.002157908,-0.000227961,0.070980368,0.004266076
0.048771143,0.038598575,0.021972268,0.015062764,0.000871601,0.009921957,0.000900709,-0.003603657,0.003010771,0.002386711
-0.073515674,-0.094088728,-0.038854336,-0.025849943,-0.013218973,0.005846468,0.004409768,-0.00998016,-0.00407106,-0.001955127
0.008632616,-0.087318731,0.002811229,-0.021632536,-0.044292581,-0.049793796,0.005409402,-0.016652749,0.001478448,-0.003895751
-0.012355103,0.026106527,0.09404196,0.0360225,-0.032951243,0.013596335,-0.002215418,-0.001291708,-0.004271577,0.00353128
-0.056367293,-0.065615944,-0.040706511,-0.032029906,-0.045329723,0.007527266,-0.003815993,-0.013854106,-0.005525231,-0.002853632
-0.011456964,-0.100893023,0.043893157,0.023148456,-0.033168281,-0.044521078,-0.00117039,-0.017130042,-0.003562361,0.00110646
-0.061580042,-0.070261206,-0.032981655,0.010545342,-0.036421477,-0.043246882,-0.003948046,-0.011224324,-0.005607861,-0.000184602
0.004540764,0.009985687,-0.038454317,0.016529321,-0.049395069,0.006638528,-0.002938722,-0.011990015,0.010388493,-0.00028429
-0.057136352,-0.069798589,-0.033087157,-0.050965792,-0.032851277,0.002653668,-0.004454236,-0.011160248,-0.003859584,-0.003410543
-0.061035385,-0.064980829,-0.027877497,-0.044159406,-0.031222099,-0.038540643,0.01931676,-0.003417201,-0.007746575,0.002096761
0.028764815,-0.00787895,-0.04698048,0.009777922,0.035426204,0.005956155,-0.004187809,-0.010410426,-0.008927082,0.001303022
0.039984046,0.042413628,-0.014424478,0.030603094,-0.026784291,0.008021475,0.042057896,-0.014418172,-0.003923268,-0.000710903
-0.064953083,-0.069639073,-0.030937366,-0.06742174,-0.033661247,0.009229602,0.018340822,-0.016265246,-0.006941228,0.000251061
0.015603795,0.044361364,-0.00268801,0.023385247,0.018698234,0.010761211,-0.003568165,0.038253667,0.047263264,0.001512887
0.023660561,0.039011363,-0.040920611,-0.049753903,-0.044431136,0.006252797,0.00114045,-0.005045709,-0.006430451,-0.001093725
-0.061572141,-0.066244155,-0.029217417,-0.010555592,-0.029580151,-0.000414707,0.017168401,-0.01097529,-0.006718367,-0.001690763
-0.087255111,-0.090172045,0.035298596,-0.060102795,-0.030233618,0.002299117,-0.002430831,-0.011760283,-0.007144277,-0.00060428
0.041771274,-0.103016523,0.005817262,0.018560161,0.022884283,-0.041341851,-0.003453975,-0.012817077,-0.004613367,-0.007891626
0.037746037,0.002482077,0.06023018,0.024622652,-0.026659288,-0.034542269,0.001103684,0.011798222,0.00469497,0.002699708
0.034158097,0.030259029,0.058559723,0.025702113,-0.022869355,0.011425893,-0.001865358,-0.004052037,-0.002075944,0.003357263
0.01975607,0.036080341,0.039035713,0.027132325,-0.018510985,0.009103279,-0.001370189,-0.004957164,-0.003440982,0.001510492
-0.070399658,-0.081550394,-0.037956617,0.015517294,-0.03271658,-0.020689334,-0.004192474,-0.009570646,-0.006336521,-0.000201606
0.044625871,0.040254199,-0.017831714,0.019276309,0.038306539,0.007471981,0.007973936,0.024267144,0.000402877,0.001695071
0.023922463,0.020223621,0.082546573,0.002088793,-0.008182802,0.007521378,-0.004459782,-0.016553485,-0.007864673,0.000749181
0.032021291,0.030233901,0.030874991,0.030352603,-0.001961806,0.011116117,0.008283193,-0.009207881,-0.003642017,0.001662365
0.018455891,0.027610734,-0.028143694,0.004341756,-0.06127536,0.004390858,-0.004039775,-0.023047129,-0.007666465,0.001632668
-0.06140407,-0.051056033,-0.034551033,-0.036742283,-0.030430971,-0.03091781,0.017348835,-0.00986648,-0.00584907,0.000438772
-0.059371145,-0.066828525,-0.035970037,0.014565138,-0.03778571,-0.032143819,-0.004627506,-0.011221668,-0.006372638,-0.000348411
0.030675416,0.033923371,-0.055712314,0.015743997,-0.056224933,0.009995445,-0.004961721,-0.027002345,-0.00861192,0.006382046
0.05842175,0.060835524,-0.027426004,0.021368231,0.045600029,0.012626333,0.001205139,0.062108543,-0.003508604,0.004643413
0.005523011,-0.00385089,0.026048288,-0.005727535,0.013404534,0.013954602,-0.001481291,0.011773534,0.003798268,0.003405722
-0.060761976,-0.063692747,0.005083571,-0.042457135,0.003316001,-0.035412142,-0.003934604,-0.009702545,-0.005191026,-0.000424793
0.016312268,-0.071849759,0.032728344,0.011272486,-0.005864267,0.00067491,-0.007831674,-0.014693021,-0.003069269,0.001407357
0.035037042,0.045431178,0.092930865,0.023105067,0.034449049,0.009708588,-0.002566414,-0.004466487,-0.002923723,0.004419048
0.021187337,0.03164121,-0.042293318,-0.039731841,-0.045873641,0.006975645,0.000297203,-0.019028993,-0.001240123,0.001208578
-0.042488666,-0.060271477,-0.023631868,-0.040636642,-0.02764662,-0.027844577,-0.004969485,-0.011649376,-0.005403387,-4.94E-05
-0.041493081,-0.131079935,0.008504477,0.006524303,0.002762386,0.00095884,-0.004429911,0.016944477,-0.003738959,0.000728562
0.033401318,0.030965948,-0.016547017,0.012379448,0.019411333,-0.063098571,-0.006418443,-0.008212878,-0.004982745,0.001445301
